text,estate,total_assets,debts,funeral_expenses,bequests,wife,husband,sons,daughters,father,mother,brothers,sisters,grandchildren
"The estate is worth $757,324.50. It has debts of $70,609.42, funeral expenses of $4,857.87, a bequest of $185,398.74. Survivors include: 4 son(s), 3 daughter(s), 1 sister(s), 2 grandchild(ren)",496458.47,757324.5,70609.42,4857.87,185398.74,0,0,4,3,0,0,0,1,2
"The estate is worth $351,001.26. It has debts of $81,662.12, funeral expenses of $7,000.16, a bequest of $86,013.88. Survivors include: a wife, 1 son(s), 3 sister(s)",176325.10000000003,351001.26,81662.12,7000.16,86013.88,1,0,1,0,0,0,0,3,0
"The estate is worth $199,097.75. It has debts of $17,799.50, funeral expenses of $8,727.26, a bequest of $46,912.00. Survivors include: 2 son(s), 1 daughter(s), a mother, 3 brother(s), 1 grandchild(ren)",125658.99,199097.75,17799.5,8727.26,46912.0,0,0,2,1,0,1,3,0,1
"The estate is worth $570,187.40. It has debts of $90,423.62, funeral expenses of $5,863.76, a bequest of $51,857.84. Survivors include: a husband, 5 son(s), 5 daughter(s), a father, a mother, 1 brother(s), 2 grandchild(ren)",422042.18000000005,570187.4,90423.62,5863.76,51857.84,0,1,5,5,1,1,1,0,2
"The estate is worth $432,217.17. It has debts of $42,941.45, funeral expenses of $1,295.68, a bequest of $39,629.95. Survivors include: a wife, 5 son(s), 5 daughter(s), a father, a mother, 2 brother(s), 2 sister(s), 1 grandchild(ren)",348350.09,432217.17,42941.45,1295.68,39629.95,1,0,5,5,1,1,2,2,1
"The estate is worth $433,226.00. It has debts of $82,027.01, funeral expenses of $9,929.95, a bequest of $42,938.80. Survivors include: a wife, 5 daughter(s), a mother, 2 sister(s), 2 grandchild(ren)",298330.24,433226.0,82027.01,9929.95,42938.8,1,0,0,5,0,1,0,2,2
"The estate is worth $556,289.63. It has debts of $85,986.55, funeral expenses of $7,330.68, a bequest of $120,021.49. Survivors include: 3 son(s), 5 daughter(s), a father, 3 brother(s), 1 sister(s), 2 grandchild(ren)",342950.91000000003,556289.63,85986.55,7330.68,120021.49,0,0,3,5,1,0,3,1,2
"The estate is worth $628,373.09. It has debts of $26,321.16, funeral expenses of $6,684.75, a bequest of $66,558.78. Survivors include: 1 son(s), 5 daughter(s), a father, 2 grandchild(ren)",528808.3999999999,628373.09,26321.16,6684.75,66558.78,0,0,1,5,1,0,0,0,2
"The estate is worth $636,709.26. It has debts of $157,920.04, funeral expenses of $2,178.05, a bequest of $80,294.12. Survivors include: a husband, 3 son(s), 3 sister(s), 2 grandchild(ren)",396317.05,636709.26,157920.04,2178.05,80294.12,0,1,3,0,0,0,0,3,2
"The estate is worth $919,502.16. It has debts of $108,873.57, funeral expenses of $4,148.58, a bequest of $92,908.04. Survivors include: a husband, 5 son(s), 3 brother(s), 1 sister(s)",713571.9700000001,919502.16,108873.57,4148.58,92908.04,0,1,5,0,0,0,3,1,0
"The estate is worth $585,315.53. It has debts of $146,068.95, funeral expenses of $5,270.86, a bequest of $117,307.89. Survivors include: 3 daughter(s), a father, a mother, 2 grandchild(ren)",316667.83,585315.53,146068.95,5270.86,117307.89,0,0,0,3,1,1,0,0,2
"The estate is worth $745,409.89. It has debts of $15,952.81, funeral expenses of $1,980.66, a bequest of $51,407.41. Survivors include: a husband, 4 son(s), 1 daughter(s), a father, a mother, 3 brother(s), 1 grandchild(ren)",676069.0099999999,745409.89,15952.81,1980.66,51407.41,0,1,4,1,1,1,3,0,1
"The estate is worth $293,099.74. It has debts of $71,408.79, funeral expenses of $3,672.27, a bequest of $15,550.31. Survivors include: a wife, 3 son(s), 1 daughter(s), a mother, 1 sister(s), 2 grandchild(ren)",202468.37,293099.74,71408.79,3672.27,15550.31,1,0,3,1,0,1,0,1,2
"The estate is worth $165,646.74. It has debts of $15,076.32, funeral expenses of $5,471.95, a bequest of $38,008.06. Survivors include: a husband, 4 son(s), 2 daughter(s), a mother, 1 grandchild(ren)",107090.40999999996,165646.74,15076.32,5471.95,38008.06,0,1,4,2,0,1,0,0,1
"The estate is worth $487,718.97. It has debts of $63,439.74, funeral expenses of $5,685.57, a bequest of $104,216.69. Survivors include: 2 son(s), 4 daughter(s), 1 brother(s), 1 grandchild(ren)",314376.97,487718.97,63439.74,5685.57,104216.69,0,0,2,4,0,0,1,0,1
"The estate is worth $894,069.94. It has debts of $11,720.45, funeral expenses of $3,048.30, a bequest of $50,418.03. Survivors include: a husband, 5 son(s), 1 daughter(s), a father, a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",828883.1599999999,894069.94,11720.45,3048.3,50418.03,0,1,5,1,1,1,2,1,2
"The estate is worth $937,881.70. It has debts of $127,190.35, funeral expenses of $1,562.77, a bequest of $204,171.88. Survivors include: 5 son(s), 2 brother(s), 2 sister(s), 1 grandchild(ren)",604956.7,937881.7,127190.35,1562.77,204171.88,0,0,5,0,0,0,2,2,1
"The estate is worth $230,809.14. It has debts of $22,901.87, funeral expenses of $9,813.47, a bequest of $41,565.70. Survivors include: a husband, 2 son(s), 4 daughter(s), a father, 3 brother(s), 1 grandchild(ren)",156528.10000000003,230809.14,22901.87,9813.47,41565.7,0,1,2,4,1,0,3,0,1
"The estate is worth $258,781.77. It has debts of $31,311.16, funeral expenses of $8,642.01, a bequest of $5,001.38. Survivors include: 2 son(s), 5 daughter(s), 3 brother(s), 2 sister(s)",213827.22,258781.77,31311.16,8642.01,5001.38,0,0,2,5,0,0,3,2,0
"The estate is worth $70,915.71. It has debts of $17,462.69, funeral expenses of $1,089.21, a bequest of $12,250.44. Survivors include: a husband, 1 son(s), 2 daughter(s), a father, a mother, 3 brother(s), 3 sister(s), 2 grandchild(ren)",40113.37,70915.71,17462.69,1089.21,12250.44,0,1,1,2,1,1,3,3,2
"The estate is worth $859,525.10. It has debts of $98,668.58, funeral expenses of $3,459.32, a bequest of $3,904.55. Survivors include: a wife, 2 son(s), 4 daughter(s), a father, a mother, 3 brother(s), 3 sister(s), 2 grandchild(ren)",753492.65,859525.1,98668.58,3459.32,3904.55,1,0,2,4,1,1,3,3,2
"The estate is worth $534,520.20. It has debts of $84,825.42, funeral expenses of $6,798.44, a bequest of $94,871.90. Survivors include: a husband, 2 son(s), 2 daughter(s), a father, 1 brother(s), 1 grandchild(ren)",348024.43999999994,534520.2,84825.42,6798.44,94871.9,0,1,2,2,1,0,1,0,1
"The estate is worth $357,204.89. It has debts of $73,759.20, funeral expenses of $2,483.17, a bequest of $9,856.98. Survivors include: a wife, 2 son(s), 1 daughter(s), a father, a mother, 1 brother(s), 3 sister(s)",271105.54000000004,357204.89,73759.2,2483.17,9856.98,1,0,2,1,1,1,1,3,0
"The estate is worth $889,077.19. It has debts of $178,500.24, funeral expenses of $2,067.53, a bequest of $200,785.20. Survivors include: a husband, 4 daughter(s), a father, 3 brother(s), 2 sister(s), 1 grandchild(ren)",507724.2199999999,889077.19,178500.24,2067.53,200785.2,0,1,0,4,1,0,3,2,1
"The estate is worth $996,744.33. It has debts of $228,904.44, funeral expenses of $9,191.73, a bequest of $76,140.12. Survivors include: a wife, 5 daughter(s), a mother, 3 sister(s)",682508.0399999999,996744.33,228904.44,9191.73,76140.12,1,0,0,5,0,1,0,3,0
"The estate is worth $586,201.81. It has debts of $60,950.86, funeral expenses of $6,352.58, a bequest of $131,262.94. Survivors include: a husband, 4 son(s), 4 daughter(s), a father, 2 brother(s), 2 sister(s)",387635.43000000005,586201.81,60950.86,6352.58,131262.94,0,1,4,4,1,0,2,2,0
"The estate is worth $964,314.59. It has debts of $174,232.29, funeral expenses of $1,872.03, a bequest of $65,419.85. Survivors include: a wife, a mother, 1 brother(s), 3 sister(s), 1 grandchild(ren)",722790.4199999999,964314.59,174232.29,1872.03,65419.85,1,0,0,0,0,1,1,3,1
"The estate is worth $645,503.70. It has debts of $43,145.50, funeral expenses of $4,813.04, a bequest of $159,182.11. Survivors include: a wife, 2 son(s), 1 daughter(s), 1 brother(s), 3 sister(s), 2 grandchild(ren)",438363.04999999993,645503.7,43145.5,4813.04,159182.11,1,0,2,1,0,0,1,3,2
"The estate is worth $375,856.57. It has debts of $69,814.45, funeral expenses of $2,072.19, a bequest of $35,959.19. Survivors include: a husband, 5 son(s), 3 daughter(s), a father, a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",268010.74,375856.57,69814.45,2072.19,35959.19,0,1,5,3,1,1,2,1,2
"The estate is worth $101,105.98. It has debts of $19,001.87, funeral expenses of $8,704.01, a bequest of $16,515.66. Survivors include: a husband, 1 son(s), 3 daughter(s), a father, 3 brother(s), 1 sister(s), 1 grandchild(ren)",56884.44,101105.98,19001.87,8704.01,16515.66,0,1,1,3,1,0,3,1,1
"The estate is worth $242,658.22. It has debts of $13,911.10, funeral expenses of $1,117.14, a bequest of $2,740.41. Survivors include: a wife, 2 daughter(s), 2 brother(s)",224889.57,242658.22,13911.1,1117.14,2740.41,1,0,0,2,0,0,2,0,0
"The estate is worth $806,309.38. It has debts of $137,837.12, funeral expenses of $1,156.95, a bequest of $125,039.70. Survivors include: 4 daughter(s), 1 brother(s), 2 sister(s)",542275.6100000001,806309.38,137837.12,1156.95,125039.7,0,0,0,4,0,0,1,2,0
"The estate is worth $181,369.27. It has debts of $23,864.96, funeral expenses of $4,299.46, a bequest of $9,656.19. Survivors include: a wife, 1 son(s), 2 daughter(s), a father, a mother, 2 brother(s)",143548.66,181369.27,23864.96,4299.46,9656.19,1,0,1,2,1,1,2,0,0
"The estate is worth $690,093.47. It has debts of $119,739.96, funeral expenses of $7,997.27, a bequest of $174,804.10. Survivors include: a husband, 1 daughter(s), 2 sister(s), 1 grandchild(ren)",387552.14,690093.47,119739.96,7997.27,174804.1,0,1,0,1,0,0,0,2,1
"The estate is worth $306,090.18. It has debts of $45,295.37, funeral expenses of $8,709.31, a bequest of $25,157.42. Survivors include: a husband, 5 son(s), 2 daughter(s), 3 sister(s), 2 grandchild(ren)",226928.08,306090.18,45295.37,8709.31,25157.42,0,1,5,2,0,0,0,3,2
"The estate is worth $366,576.22. It has debts of $62,166.59, funeral expenses of $5,369.96, a bequest of $5,163.77. Survivors include: 2 son(s), 4 daughter(s), 3 brother(s), 3 sister(s)",293875.9,366576.22,62166.59,5369.96,5163.77,0,0,2,4,0,0,3,3,0
"The estate is worth $466,145.37. It has debts of $5,369.71, funeral expenses of $6,503.64, a bequest of $45,471.41. Survivors include: a husband, 3 son(s), 3 daughter(s), 3 brother(s), 1 grandchild(ren)",408800.61,466145.37,5369.71,6503.64,45471.41,0,1,3,3,0,0,3,0,1
"The estate is worth $99,291.68. It has debts of $7,015.00, funeral expenses of $7,156.03, a bequest of $13,005.86. Survivors include: a wife, 3 son(s), 2 daughter(s), 2 grandchild(ren)",72114.79,99291.68,7015.0,7156.03,13005.86,1,0,3,2,0,0,0,0,2
"The estate is worth $722,065.44. It has debts of $152,250.05, funeral expenses of $7,588.54, a bequest of $184,211.66. Survivors include: a husband, 5 son(s), 3 daughter(s), a mother, 1 brother(s), 1 sister(s), 2 grandchild(ren)",378015.1899999998,722065.44,152250.05,7588.54,184211.66,0,1,5,3,0,1,1,1,2
"The estate is worth $390,864.26. It has debts of $87,926.16, funeral expenses of $5,097.54, a bequest of $5,248.28. Survivors include: a husband, 1 brother(s), 2 sister(s), 1 grandchild(ren)",292592.28,390864.26,87926.16,5097.54,5248.28,0,1,0,0,0,0,1,2,1
"The estate is worth $424,320.97. It has debts of $3,378.44, funeral expenses of $6,550.96, a bequest of $107,784.12. Survivors include: a husband, 4 son(s), 5 daughter(s), a father, a mother, 3 brother(s), 1 sister(s)",306607.44999999995,424320.97,3378.44,6550.96,107784.12,0,1,4,5,1,1,3,1,0
"The estate is worth $520,148.26. It has debts of $45,396.40, funeral expenses of $5,638.48, a bequest of $48,151.49. Survivors include: a wife, 3 son(s), 4 daughter(s), a mother, 2 grandchild(ren)",420961.89,520148.26,45396.4,5638.48,48151.49,1,0,3,4,0,1,0,0,2
"The estate is worth $886,268.08. It has debts of $209,546.53, funeral expenses of $1,665.25, a bequest of $82,215.97. Survivors include: a wife, 5 son(s), 5 daughter(s), a father, 2 brother(s), 2 sister(s), 1 grandchild(ren)",592840.33,886268.08,209546.53,1665.25,82215.97,1,0,5,5,1,0,2,2,1
"The estate is worth $702,873.99. It has debts of $138,486.17, funeral expenses of $8,470.81, a bequest of $154,286.62. Survivors include: a wife, 1 son(s), 4 daughter(s), a father, 2 brother(s), 1 sister(s), 2 grandchild(ren)",401630.3899999999,702873.99,138486.17,8470.81,154286.62,1,0,1,4,1,0,2,1,2
"The estate is worth $476,274.29. It has debts of $29,970.81, funeral expenses of $3,507.21, a bequest of $136,750.48. Survivors include: a husband, 3 son(s), 2 daughter(s), a father, a mother, 1 brother(s)",306045.7899999999,476274.29,29970.81,3507.21,136750.48,0,1,3,2,1,1,1,0,0
"The estate is worth $113,598.65. It has debts of $23,589.57, funeral expenses of $4,082.21, a bequest of $25,951.31. Survivors include: a husband, 4 son(s), a mother, 2 brother(s), 1 sister(s)",59975.55999999998,113598.65,23589.57,4082.21,25951.31,0,1,4,0,0,1,2,1,0
"The estate is worth $986,236.45. It has debts of $19,166.17, funeral expenses of $6,120.85, a bequest of $179,249.30. Survivors include: a husband, 4 son(s), a father, a mother, 3 brother(s), 3 sister(s)",781700.1299999999,986236.45,19166.17,6120.85,179249.3,0,1,4,0,1,1,3,3,0
"The estate is worth $417,217.42. It has debts of $99,687.85, funeral expenses of $9,047.74, a bequest of $91,778.80. Survivors include: 4 son(s), 2 daughter(s), a father, a mother, 3 brother(s)",216703.03,417217.42,99687.85,9047.74,91778.8,0,0,4,2,1,1,3,0,0
"The estate is worth $867,587.01. It has debts of $113,918.20, funeral expenses of $4,452.87, a bequest of $128,610.00. Survivors include: a husband, 1 son(s), 3 daughter(s), a father, 2 sister(s), 2 grandchild(ren)",620605.9400000001,867587.01,113918.2,4452.87,128610.0,0,1,1,3,1,0,0,2,2
"The estate is worth $848,305.43. It has debts of $62,264.06, funeral expenses of $7,615.63, a bequest of $191,179.37. Survivors include: a wife, 2 son(s), 3 daughter(s), a father, 2 brother(s), 1 sister(s), 2 grandchild(ren)",587246.3700000001,848305.43,62264.06,7615.63,191179.37,1,0,2,3,1,0,2,1,2
"The estate is worth $844,881.99. It has debts of $54,811.35, funeral expenses of $4,097.47, a bequest of $59,311.85. Survivors include: a wife, 4 son(s), 4 daughter(s), a father, 3 brother(s), 1 sister(s), 1 grandchild(ren)",726661.3200000001,844881.99,54811.35,4097.47,59311.85,1,0,4,4,1,0,3,1,1
"The estate is worth $883,912.44. It has debts of $111,761.25, funeral expenses of $1,360.50, a bequest of $193,538.01. Survivors include: a wife, 2 son(s), 1 daughter(s), a father, 2 brother(s), 3 sister(s), 2 grandchild(ren)",577252.6799999999,883912.44,111761.25,1360.5,193538.01,1,0,2,1,1,0,2,3,2
"The estate is worth $818,263.66. It has debts of $10,602.99, funeral expenses of $9,693.85, a bequest of $214,425.69. Survivors include: 3 daughter(s), 1 sister(s)",583541.1300000001,818263.66,10602.99,9693.85,214425.69,0,0,0,3,0,0,0,1,0
"The estate is worth $51,497.70. It has debts of $5,637.90, funeral expenses of $2,000.50, a bequest of $14,566.32. Survivors include: a husband, 4 son(s), 5 daughter(s), a father, a mother, 3 brother(s), 2 sister(s), 2 grandchild(ren)",29292.98,51497.7,5637.9,2000.5,14566.32,0,1,4,5,1,1,3,2,2
"The estate is worth $823,392.04. It has debts of $5,605.19, funeral expenses of $2,550.46, a bequest of $161,143.18. Survivors include: a husband, 3 son(s), 3 daughter(s), 3 sister(s)",654093.2100000002,823392.04,5605.19,2550.46,161143.18,0,1,3,3,0,0,0,3,0
"The estate is worth $918,019.73. It has debts of $109,876.94, funeral expenses of $8,498.80, a bequest of $44,005.36. Survivors include: a husband, 2 son(s), a mother, 2 brother(s), 3 sister(s), 1 grandchild(ren)",755638.63,918019.73,109876.94,8498.8,44005.36,0,1,2,0,0,1,2,3,1
"The estate is worth $598,501.48. It has debts of $7,669.70, funeral expenses of $1,295.62, a bequest of $11,554.05. Survivors include: a husband, 1 daughter(s), 3 brother(s), 1 grandchild(ren)",577982.11,598501.48,7669.7,1295.62,11554.05,0,1,0,1,0,0,3,0,1
"The estate is worth $310,126.01. It has debts of $62,171.48, funeral expenses of $7,636.53, a bequest of $68,200.01. Survivors include: 3 daughter(s), a mother, 1 brother(s), 2 grandchild(ren)",172117.99,310126.01,62171.48,7636.53,68200.01,0,0,0,3,0,1,1,0,2
"The estate is worth $714,336.38. It has debts of $62,672.01, funeral expenses of $4,527.77, a bequest of $139,599.25. Survivors include: a husband, 1 son(s), a mother, 3 brother(s), 1 grandchild(ren)",507537.35,714336.38,62672.01,4527.77,139599.25,0,1,1,0,0,1,3,0,1
"The estate is worth $896,051.89. It has debts of $58,777.16, funeral expenses of $7,114.57, a bequest of $22,418.36. Survivors include: 4 son(s), a father, a mother, 2 brother(s), 1 grandchild(ren)",807741.8,896051.89,58777.16,7114.57,22418.36,0,0,4,0,1,1,2,0,1
"The estate is worth $493,905.35. It has debts of $103,329.60, funeral expenses of $4,506.75, a bequest of $7,407.44. Survivors include: a husband, 4 son(s), 1 daughter(s), 3 sister(s)",378661.56,493905.35,103329.6,4506.75,7407.44,0,1,4,1,0,0,0,3,0
"The estate is worth $275,349.95. It has debts of $54,055.27, funeral expenses of $3,447.07, a bequest of $59,966.08. Survivors include: a husband, 4 son(s), 1 brother(s), 2 sister(s), 1 grandchild(ren)",157881.53000000003,275349.95,54055.27,3447.07,59966.08,0,1,4,0,0,0,1,2,1
"The estate is worth $592,794.82. It has debts of $132,901.81, funeral expenses of $9,109.23, a bequest of $93,638.38. Survivors include: a wife, 4 son(s), 5 daughter(s), a mother, 1 brother(s), 2 sister(s)",357145.4,592794.82,132901.81,9109.23,93638.38,1,0,4,5,0,1,1,2,0
"The estate is worth $600,051.05. It has debts of $15,035.78, funeral expenses of $9,818.71, a bequest of $46,514.45. Survivors include: 2 daughter(s), a father, 3 brother(s), 3 sister(s)",528682.1100000001,600051.05,15035.78,9818.71,46514.45,0,0,0,2,1,0,3,3,0
"The estate is worth $674,858.48. It has debts of $168,615.39, funeral expenses of $4,201.83, a bequest of $147,014.49. Survivors include: a wife, 5 son(s), 2 brother(s), 1 sister(s), 2 grandchild(ren)",355026.77,674858.48,168615.39,4201.83,147014.49,1,0,5,0,0,0,2,1,2
"The estate is worth $562,400.73. It has debts of $28,730.88, funeral expenses of $8,892.91, a bequest of $20,733.51. Survivors include: a husband, 5 son(s), 3 daughter(s), a mother, 2 brother(s), 2 sister(s), 1 grandchild(ren)",504043.42999999993,562400.73,28730.88,8892.91,20733.51,0,1,5,3,0,1,2,2,1
"The estate is worth $674,463.23. It has debts of $56,184.88, funeral expenses of $8,662.84, a bequest of $190,407.22. Survivors include: a wife, 2 son(s), a mother, 3 sister(s)",419208.29,674463.23,56184.88,8662.84,190407.22,1,0,2,0,0,1,0,3,0
